# Convert ordinal dates to Python Datetime  using datetime.datetime.fromordinal
Nino 3.4 Index,Date (ordinals)
# Convert ordinal dates to Python Datetime  using datetime.datetime.fromordinal

-0.1451,733269
-0.5509,733300
-0.5960,733330
-0.7538,733361
-1.4301,733391
-1.5541,733422
-1.0243,733453
-0.4720,733481
0.6326,733512
1.2188,733542
1.3653,733573
1.0722,733603
0.5988,733634
0.5312,733665
0.8243,733695
1.3428,733726
1.6246,733756
1.1737,733787
1.1061,733818
1.5456,733846
1.5456,733877
0.8581,733907
0.1254,733938
-0.6974,733968
-1.5879,733999
-1.9937,734030
-2.1176,734060
-2.1176,734091
-2.2642,734121
-2.3431,734152
-1.6442,734183
-0.7763,734211
0.0803,734242
0.4298,734272
0.5312,734303
0.0465,734333
-0.8327,734364
-1.0919,734395
-1.2948,734425
-1.5766,734456
-1.5991,734486
-1.4752,734517
-0.9116,734548
-0.2015,734577
0.5876,734608
0.8243,734638
0.9708,734669
0.7904,734699
0.6552,734730
0.2607,734761
0.0014,734791
0.0240,734822
-0.5734,734852
-0.9003,734883
-0.6749,734914
0.1818,734942
0.8243,734973
0.7115,735003
0.4523,735034
-0.0211,735064
-0.4156,735095
-0.3367,735126
-0.5283,735156
-0.3593,735187
-0.5171,735217
-0.9003,735248
-0.7312,735279
0.2607,735307
1.2300,735338
1.5344,735368
1.3540,735399
0.4523,735429
0.0691,735460
0.1818,735491
0.2945,735521
0.6552,735552
0.4523,735582
0.2381,735613
0.4298,735644
0.8693,735672
1.9289,735703
2.1881,735733
2.2558,735764
2.0529,735794
2.0191,735825
2.0303,735856
2.2332,735886
2.5601,735917
2.4587,735947
2.4587,735978
2.1543,736009
2.1430,736038
2.0980,736069
1.5344,736099
0.8919,736130
0.0127,736160
-0.6298,736191
-0.7538,736222
-1.0919,736252
-1.0581,736283
-1.0017,736313
-0.8101,736344
-0.2353,736375
0.2381,736403
1.1624,736434
1.3653,736464
1.0722,736495
0.5425,736525
-0.3029,736556
-0.8552,736587
-0.8439,736617
-1.2948,736648
-1.3737,736678
-1.3963,736709
-1.0468,736740
-0.4832,736768
0.5087,736799
0.8919,736829
0.9595,736860
0.5988,736890
-0.0324,736921
0.1029,736952
0.6890,736982
0.7792,737013
