# Convert ordinal dates to Python Datetime  using datetime.datetime.fromordinal
PDO Index,Date (ordinals)
# Convert ordinal dates to Python Datetime  using datetime.datetime.fromordinal

-0.6500,726360
-0.5700,726390
-0.7800,726421
-0.1100,726451
-0.3900,726482
-1.2400,726513
-1.2400,726541
-0.2000,726572
-0.4200,726602
-0.3200,726633
-0.3500,726663
-0.4500,726694
-0.3200,726725
-1.1900,726755
-1.9300,726786
-2.2300,726816
-1.7200,726847
-1.0900,726878
-1.1600,726906
-1.6300,726937
-1.7000,726967
-2.3600,726998
-1.5900,727028
-0.6500,727059
0.2200,727090
0.2400,727120
0.4300,727151
-0.1900,727181
0.0600,727212
0.1100,727243
0.0800,727272
0.4800,727303
1.1200,727333
1.1400,727364
1.4500,727394
0.8400,727425
0.4000,727456
1.1600,727486
1.2400,727517
0.3100,727547
-0.2800,727578
0.0500,727609
0.2300,727637
0.9300,727668
1.6600,727698
1.9600,727729
1.3700,727759
1.7900,727790
1.0600,727821
1.2400,727851
1.0200,727882
0.6500,727912
0.8600,727943
0.4000,727974
0.2700,728002
0.5200,728033
0.4600,728063
-0.0800,728094
-1.0200,728124
-0.9800,728155
-1.5400,728186
-1.1000,728216
-2.0400,728247
-2.1600,728277
-0.8700,728308
0.0900,728339
0.3600,728367
0.4100,728398
0.6900,728428
0.8500,728459
0.8000,728489
-0.3500,728520
1.0200,728551
0.4600,728581
-0.0000,728612
0.3800,728642
0.9400,728673
0.9200,728704
0.8300,728733
1.3300,728764
1.9300,728794
0.9100,728825
0.4800,728855
-0.7200,728886
0.0300,728917
0.3000,728947
0.3600,728978
0.0100,729008
0.4200,729039
0.2800,729070
0.4100,729098
0.6900,729129
1.3800,729159
2.3300,729190
1.3800,729220
2.0800,729251
1.6000,729282
1.7200,729312
1.4200,729343
0.9700,729373
1.1200,729404
1.5100,729435
1.3300,729463
0.0500,729494
-0.8000,729524
-0.7000,729555
-1.2300,729585
-0.8300,729616
-1.5400,729647
-2.2300,729677
-1.0400,729708
-1.0500,729738
-0.6400,729769
-0.9400,729800
-1.0900,729828
-1.7600,729859
-2.2000,729889
-2.3400,729920
-1.9400,729950
-1.8400,729981
-2.2300,730012
-2.4900,730042
-2.1500,730073
-1.7700,730103
-2.1300,730134
-1.2200,730165
-0.6500,730194
-0.6400,730225
-0.8600,730255
-0.6600,730286
-1.4500,730316
-1.7400,730347
-1.5500,730378
-1.6700,730408
-1.0600,730439
0.0600,730469
0.6400,730500
0.0500,730531
-0.3000,730559
-1.2300,730590
-1.1000,730620
-1.2800,730651
-2.3100,730681
-1.8600,730712
-2.1300,730743
-1.8700,730773
-1.1700,730804
-0.9900,730834
-0.3400,730865
-1.2900,730896
-1.1300,730924
-1.2300,730955
-1.5700,730985
-1.2700,731016
-0.9700,731046
-0.1500,731077
-0.3800,731108
-0.2500,731138
1.0400,731169
1.6300,731199
1.5800,731230
1.3200,731261
1.0800,731289
0.3200,731320
0.0600,731350
-0.5100,731381
0.1100,731411
0.4000,731442
-0.4600,731473
0.5400,731503
-0.1900,731534
-0.4100,731564
-0.4200,731595
-0.1100,731626
-0.1300,731655
-0.2000,731686
0.2300,731716
-0.4900,731747
-0.2400,731777
0.0200,731808
-0.1700,731839
-0.7600,731869
-1.2400,731900
-0.7400,731930
-0.1300,731961
0.1700,731992
0.6900,732020
0.2100,732051
1.0600,732081
0.5600,732112
-0.2000,732142
-0.6100,732173
-1.1100,732204
-2.0500,732234
-1.8400,732265
-0.1000,732295
0.5400,732326
0.3800,732357
-0.7200,732385
-0.5500,732416
-0.4500,732446
-0.0400,732477
0.1200,732507
-1.1300,732538
-1.7500,732569
-0.6000,732599
-0.8300,732630
-0.5400,732660
-0.6300,732691
-0.6300,732722
-1.0500,732750
-0.5600,732781
-0.5300,732811
-0.3700,732842
0.1600,732872
-0.1500,732903
-1.0400,732934
-2.2400,732964
-1.3800,732995
-0.9200,733025
-1.4700,733056
-1.3300,733087
-1.2600,733116
-2.0000,733147
-1.9300,733177
-2.1100,733208
-2.1700,733238
-2.0000,733269
-2.0200,733300
-1.8000,733330
-1.5700,733361
-1.3100,733391
-1.7000,733422
-1.7600,733453
-2.0300,733481
-2.2800,733512
-1.4500,733542
-0.8500,733573
-0.8800,733603
-0.5000,733634
0.1900,733665
-0.2300,733695
-1.0100,733726
-0.5200,733756
0.0600,733787
0.1600,733818
-0.2100,733846
-0.2700,733877
-0.3500,733907
-0.9300,733938
-2.1700,733968
-2.4400,733999
-2.4400,734030
-1.6100,734060
-1.5800,734091
-2.0000,734121
-1.7300,734152
-1.4500,734183
-1.2900,734211
-1.2600,734242
-0.9600,734272
-1.3200,734303
-2.5000,734333
-2.6000,734364
-2.6300,734395
-1.9500,734425
-2.9600,734456
-2.3200,734486
-1.7200,734517
-1.2600,734548
-1.5900,734577
-0.9400,734608
-2.0000,734638
-1.4300,734669
-2.3400,734699
-2.5100,734730
-3.0500,734761
-1.2200,734791
-0.5800,734822
-1.2500,734852
-0.9400,734883
-1.3200,734914
-1.1800,734942
-0.6200,734973
-0.4000,735003
-1.2500,735034
-1.7700,735064
-1.7800,735095
-1.0800,735126
-1.9000,735156
-1.1800,735187
-1.1500,735217
-0.6000,735248
-0.4200,735279
0.2800,735307
0.4200,735338
1.0900,735368
-0.3200,735399
0.1500,735429
-0.0100,735460
0.5700,735491
1.3400,735521
1.3500,735552
1.9500,735582
1.7000,735613
1.7600,735644
1.5200,735672
0.9400,735703
0.3100,735733
0.7000,735764
1.2500,735794
0.7100,735825
0.8500,735856
0.7700,735886
0.1600,735917
0.5300,735947
0.8200,735978
1.2600,736009
1.5700,736038
1.6500,736069
1.4600,736099
0.8100,736130
0.1800,736160
-0.8700,736191
-1.0500,736222
-0.6600,736252
0.8500,736283
0.5500,736313
0.1300,736344
0.0700,736375
0.1400,736403
0.5500,736434
0.2700,736464
0.1800,736495
-0.4900,736525
-0.6300,736556
-0.2600,736587
-0.6200,736617
-0.4500,736648
-0.1200,736678
0.3300,736709
-0.1500,736740
-0.6200,736768
-0.8800,736799
-0.6900,736829
-0.8500,736860
-0.0900,736890
-0.4400,736921
-0.4600,736952
-0.7500,736982
-0.7800,737013
-0.1400,737043
-0.2900,737074
